5606,2637451547,45,salesrule,"2018-09-10 07:01:23",save,"{""general"":""9""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.27
5607,2637451554,45,salesrule,"2018-09-10 07:04:09",save,"{""general"":""17""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.34
5608,2637451541,45,salesrule,"2018-09-10 07:07:32",save,"{""general"":""17""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.21
5609,2637451553,45,salesrule,"2018-09-10 07:09:20",save,"{""general"":""17""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.33
5610,2637451552,45,salesrule,"2018-09-10 07:11:13",save,"{""general"":""9""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.32
5611,2637451540,45,salesrule,"2018-09-10 07:13:21",save,"{""general"":""16""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.20
5612,2637451544,45,salesrule,"2018-09-10 07:17:01",save,"{""general"":""18""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.24
5613,2637451540,45,salesrule,"2018-09-10 07:17:36",save,"{""general"":""18""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.20
5614,2637451554,45,salesrule,"2018-09-10 07:19:42",save,"{""general"":""18""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.34
5615,2637451545,45,salesrule,"2018-09-10 07:20:02",delete,"{""general"":""18""}",success,Toby,11,sales_rule_promo_quote_delete,,157.52.81.25
5616,2637451543,45,salesrule,"2018-09-10 07:20:23",delete,"{""general"":""16""}",success,Toby,11,sales_rule_promo_quote_delete,,157.52.81.23
5617,2637451552,45,salesrule,"2018-09-10 07:21:03",save,"{""general"":""19""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.32
5618,2637451550,45,salesrule,"2018-09-10 07:23:37",save,"{""general"":""8""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.30
5619,2637451550,45,salesrule,"2018-09-10 07:24:25",save,"{""general"":""11""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.30
5620,2637451547,45,salesrule,"2018-09-10 07:26:36",save,"{""general"":""11""}",success,Toby,11,sales_rule_promo_quote_save,,157.52.81.27
5621,2637451542,0,admin_login,"2018-09-10 07:40:28",login,"{""general"":null}",success,helis,5,adminhtml_index_index,,157.52.81.22
5622,2637451542,45,adminhtml_system_config,"2018-09-10 07:41:08",view,"{""general"":""socialshare""}",success,helis,5,adminhtml_system_config_index,,157.52.81.22
5623,2637451542,45,adminhtml_system_config,"2018-09-10 07:41:46",view,"{""general"":""payment""}",success,helis,5,adminhtml_system_config_edit,,157.52.81.22
5624,2637451542,45,adminhtml_system_config,"2018-09-10 07:41:48",view,"{""general"":""payment""}",success,helis,5,adminhtml_system_config_edit,,157.52.81.22
5625,2637451542,45,adminhtml_system_config,"2018-09-10 07:41:50",view,"{""general"":""payment""}",success,helis,5,adminhtml_system_config_edit,,157.52.81.22
